DPR412_classification,construction_year,latitude,longitude,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max
11,2003,44.56651598,7.53496733,2791,0,399.8344,806.92,399.76,0.0,3999.02,0.0,2885.83,48.45,1.327,4.3368,0.2906,632878.23,0.468,63.97,1,336.88,2016,427.7733,312982.25,317855.19,8909.4997749,0,3.38225176,0.4759,0.0,18.2982,0.0,382.148,16.9743,10.003552131278768,1.859,6226.634532362829,13.325333333333333,80.7922874,True,5.937890783241894
13,1985,0.0,8.45778988,2737,,1092.7334,4075.9,829.14,0.0,3309.38,0.0,2354.11,264.3,0.2462,1.4648,0.5984,374724.28,0.5941,57.21,1,190.78,2023,235.8462,75580.11,173462.41,0.0,0,0.64556603,0.0,0.0,56.9341,6.9827,284.3702,0.8078,3.991340425018694,0.887,6217.73696701149,27.637999999999998,19.334570440000004,True,14.882218421577457
8,1941,45.55825911,7.68128444,2617,0,169.889,1016.12,1743.54,864.92,19031.52,0.0,1140.79,1318.91,1.0712,3.9807,1.3608,170632.87,1.869,0.05,4,262.15,2021,156.8342,1054411.16,969107.73,0.0,0,0.64259777,0.0,0.0,0.0,0.0,365.7199,0.0,10.915447881895455,3.544,29179.018436668943,58.118,129.4439857,True,5.441828923806401
13,1979,45.41563959,8.0600888,2483,2,1992.4124,2484.59,802.24,0.0,5360.1,0.0,2031.65,90.37,0.2614,5.4081,0.0303,333760.65,0.5978,148.4,1,603.33,2022,36.8106,240128.04,143360.48,15757.7941074,2,0.92547442,266.4601,0.0,25.1109,3.8716,80.1101,1.0223,6.681417032309533,4.855,8901.921460399255,26.741333333333333,20.396066140000002,True,8.890329658028769
13,1903,45.24423864,7.66020638,2426,,1193.7721,4802.49,1865.92,0.0,22391.44,0.0,7147.32,845.79,1.0893,2.9135,0.4612,770457.8,0.4274,534.01,1,541.28,2017,264.0545,583576.83,619185.06,20830.79336806,2,2.00907992,2.0393,0.0,0.0,2.694,228.1393,0.9274,12.000214371462869,1.257,33926.848395052366,62.19733333333333,204.99569681999998,True,4.949911573351245
13,1977,44.504621,8.21322493,2771,0,62.4888,2988.66,572.19,651.77,2543.47,485.06,1987.04,213.37,0.3385,4.6662,0.0687,294145229.6,0.4068,105.32,31,1416.4,2020,116.4475,280114.96,393622.42,0.0,0,1.18664213,0.0,0.0,37.3199,0.0,340.1879,1.3647,4.44514933850644,5.908,4642.155990651178,19.073,33.364802680000004,True,13.362880631578122
4,1953,45.0913261,7.67320239,2953,,63.6109,205.95,63.73,0.0,281.21,0.0,198.03,5.53,1.1154,2.1583,0.2815,72639.08,0.6995,1.05,0,15.35,2010,224.6956,13665.17,10603.47,0.0,0,1.04776844,0.0,0.0,60.9933,0.0,262.9967,6.0464,4.412521575396203,0.74,526.018882555646,2.1243333333333334,4.65636122,True,13.461690551545109
8,1977,44.64412115,8.32297444,2684,0,106.8278,2037.45,105.78,0.0,1712.61,0.0,928.13,91.23,2.2038,3.3011,0.1757,183745.71,0.581,0.03,0,64.36,2023,236.6979,67035.16,50513.66,1603.47501803,0,0.82726809,0.0,0.0,108.4785,0.0,420.4011,24.4681,16.19030062393647,2.017,2560.830901871809,3.5260000000000002,46.93144494,True,3.668863313889328
4,1970,45.11744899,7.49125708,2687,0,317.7244,570.72,307.72,0.0,1961.87,0.0,1055.85,41.41,1.4109,2.5313,0.0332,25424.55,0.3899,0.04,1,36.18,2021,377.2215,60284.9,98524.02,384.06872094,0,0.50296227,0.0,0.0,0.0,0.0,513.3198,2.7516,6.3755037046665795,0.849,3300.4871312690384,10.257333333333333,31.890397959999994,True,9.316910906431112
8,2017,45.11813072,7.54328734,2617,0,113.9257,48.3,102.25,0.0,602.14,0.0,186.4,23.99,1.5519,4.6488,0.0779,21437.51,0.5257,13.1,7,1928.27,2017,63.8663,7805.24,6510.42,202.07361969,0,4.00258528,0.0,0.0,0.0,0.0,916.5843,358.0301,5.888899755501223,0.997,1041.6653814370463,3.408333333333333,8.015977439999999,True,10.086773839970773
13,1992,44.49844272,8.5515934,2551,0,478.5722,5873.68,3370.02,906.78,17554.13,2043.5,4159.35,875.57,0.3346,3.8539,0.2489,678599.14,0.48,332.98,1,524.05,2013,214.2551,559232.65,556769.27,5723.58128874,2,2.01184016,0.0,0.0,41.4686,0.0,207.9017,0.2463,5.2089097394080754,0.771,30709.781302861637,112.334,95.32155465999999,True,11.403537970836492
6,2020,45.0427294,7.67246194,2673,,430.3121,598.97,310.06,159.06,2848.12,1146.69,941.76,116.2,1.155,3.2246,1.4237,128613.52,0.5751,18.85,4,44.83,2019,41.6184,37517.66,40837.91,0.0,0,1.00608639,0.0,23.2922,21.6496,0.0,531.0687,15.8657,9.18570599238857,3.165,4495.64533503143,10.335333333333333,29.248626400000003,True,6.46656882434729
13,1970,44.3624073,7.54663945,2749,0,3103.098,1581.01,122.16,0.0,4274.06,0.0,2465.5,55.76,1.0131,1.2691,0.732,164746.82,0.6313,0.08,1,906.53,2007,202.5787,100263.18,100814.56,20995.13740188,1,0.94978469,0.0,0.0,9.3269,0.0,303.3272,19.3558,34.9873935821873,4.074,6067.915359041137,4.072,51.37126131999999,True,1.6977543600230227
13,1995,45.38430927,7.62231022,2559,,196.8166,707.25,1209.44,0.0,15040.43,0.0,5697.47,384.46,0.1336,4.8362,0.1608,485674.43,0.4874,2.6,0,4566.12,2000,211.8686,557665.52,569344.23,4285.57318165,2,1.55297241,0.0,0.0,101.416,143.7165,538.449,83.8931,12.435862878687656,2.222,22706.979836698076,40.31466666666667,52.410148879999994,True,4.7765081184514
4,1990,45.40169592,7.60765551,2646,,624.6726,3120.97,575.49,396.09,12513.44,0.0,645.66,95.99,0.8323,3.0582,0.1679,292845.42,0.7028,16.35,1,110.62,2020,44.6114,255576.22,240741.94,0.0,2,0.30153769,0.0,0.0,52.9421,0.0,329.8797,5.8837,21.743974699821024,9.377,17994.483009370786,19.183,16.61878872,True,2.731791258039356
11,2008,44.50806893,8.18817728,2545,,523.4207,954.8,463.34,637.48,1643.63,0.0,880.04,42.19,1.2118,1.3183,0.0282,135900.78,0.5853,5.33,7,165.94,2022,63.0096,38621.92,53017.56,6325.73239495,0,3.00907113,0.0,0.0,4.0556,0.0,206.5617,137.937,3.547351836664221,1.816,3204.2561640371246,15.444666666666667,22.44103098,True,16.744885406082876
5,1981,44.76214766,7.90707869,2762,1,309.4495,3515.3,1648.36,498.64,19157.55,2226.32,6121.19,81.1,1.0514,2.66,0.2577,23304540.73,0.5071,42.33,19,147.09,2020,332.5335,86328.53,479450.79,0.0,0,0.93607577,0.0,0.0,326.7231,0.0,356.8364,0.0,11.622188114246889,0.875,29143.324238761343,54.94533333333333,133.03090332,True,5.110913660671642
4,1967,44.64938614,7.86248867,2633,0,542.4079,11395.69,127.13,126.29,1161.46,2697.51,732.19,192.41,1.8617,3.1099,0.1538,52448.61,0.6498,0.05,19,121.17,2012,329.0746,51766.86,87323.08,1543.66407799,0,0.42692886,0.0,78.4663,74.3327,0.0,389.3843,2.9337,9.136002517108473,2.087,1850.9769222800078,4.237666666666667,39.22987964,True,6.501749522153152
4,1958,45.10550519,7.73272763,2617,,3849.2925,11202.92,3313.26,3688.49,23238.48,15919.73,4509.36,716.83,1.2525,2.2925,0.1884,39926.55,0.4176,36.63,31,1006.99,2016,243.0647,535918.42,745967.96,0.0,0,0.64714754,0.0,0.0,37.996,0.0,443.02,0.0,7.013780989116459,0.926,38171.5692499441,110.44200000000001,145.8261235,True,8.469041176531341
4,1991,45.06911156,8.22950045,2586,0,216.4547,364.32,126.84,82.17,608.05,743.5,323.47,9.06,1.0079,4.7547,0.7003,214230.38,0.8785,2.74,1,23.53,2021,159.0488,14171.76,16512.37,0.0,0,1.10315177,0.0,0.0,7.0463,0.0,228.7019,7.9348,4.793834752444024,0.819,1099.4432096836886,4.228,7.3820599,True,12.390915220787766
13,1982,45.47574096,0.0,3143,,2757.6051,19621.8,1019.64,1381.73,4594.19,5984.58,3200.83,79.09,0.2611,3.6724,0.0589,782765.56,0.4289,51.17,5,249.51,2017,192.0552,3579047.96,258597.59,27452.97797295,2,2.08220997,8.5174,15.3872,51.8828,1.7358,442.821,0.1297,4.5056980895217915,1.321,8344.371667911975,33.988,22.52373658,True,13.183306741776027
13,1890,45.79468533,7.6924023,2605,0,435.4609,4608.33,3327.84,0.0,10341.12,0.0,4013.5,483.34,1.0761,3.3276,0.0424,772899.78,0.3618,0.01,1,803.78,2017,170.031,698113.05,542340.82,3059.50918009,0,0.30080319,0.0,0.0,33.5179,0.462,185.2824,0.3614,3.107457089283139,0.958,20994.903766616688,110.92800000000001,118.54579068,True,19.115308206461197
11,1970,44.98157384,8.43357645,2576,,3389.3918,1879.5,809.35,244.03,7567.62,0.0,3761.13,1221.34,0.6059,4.2616,0.2765,528470.11,0.3466,53.17,19,1754.27,1992,268.848,563654.81,472375.2,1.23339781,2,0.30169501,0.5119,0.0,70.2417,0.0,293.4311,13.7356,9.350244022981405,2.171,11868.665383231737,26.978333333333335,149.67462422,True,6.3527753771991735
5,1980,45.13528723,0.0,2601,,3247.8807,5941.71,2539.26,204.76,20563.09,17416.16,5546.67,842.71,1.2331,3.9754,0.3875,1645005.24,0.4095,465.36,0,741.87,2000,261.7062,1487412.69,699179.69,0.0,2,0.52826916,15.1945,28.8566,78.0213,2.9677,455.2732,0.0,8.098064002898482,1.052,32933.63543231877,84.64200000000001,203.79416222,True,7.335086506940349
5,1910,45.35776723,7.90579134,2837,,811.0281,675.29,441.43,38.42,1711.48,2267.56,950.79,41.53,1.3024,3.2258,0.6003,183248.46,0.5568,23.02,5,55.52,2023,112.441,71951.03,35525.78,0.0,0,0.55809701,0.0,8.016,714.6901,0.0,156.782,50.3311,3.8771266112407403,0.716,3248.325410841474,14.714333333333334,27.4455274,True,15.320624255030733
4,1685,44.94457208,7.63877758,2617,0,2163.5687,3318.02,2220.01,2579.58,11669.57,9909.86,1499.65,541.38,1.4364,3.7378,0.0353,965998.77,0.2472,64.6,4,476.69,2021,185.5539,178066.02,268431.5,0.0,0,0.30216917,0.0,75.5289,94.2583,3.329,88.032,8.3657,5.256539384957724,0.652,20376.613261565726,74.00033333333334,83.55334848,True,11.300210204831885
4,1967,45.08223934,7.60481302,2539,0,2170.8451,1872.8,370.6,1034.07,6007.38,14561.76,2533.04,85.45,0.7449,1.2819,0.4447,109711.12,0.5928,33.03,1,104.15,2022,370.2359,71709.34,91880.12,13768.03152852,2,0.32941317,0.0,127.0087,12.5691,0.0,98.9212,0.0,16.209875876956286,0.67,8859.999860189007,12.353333333333333,39.92799701999999,True,3.6644327477203045
8,2015,44.40465379,7.5672033,2753,0,381.7165,210.07,211.36,0.0,1263.1,0.0,469.25,10.05,1.6559,3.2423,0.1292,22733.21,0.7296,0.12,31,252.02,2017,225.322,51731.3,50790.47,171244.99852623,2,8.3832719,15.0668,0.0,109.8992,0.0,430.3451,934.8459,5.9760598031794085,1.066,2159.1889546033362,7.045333333333334,16.192323799999997,True,9.939659567730189
4,1890,44.367484,7.85554613,2617,0,264.6768,2741.48,157.94,0.0,1226.24,0.0,460.32,25.85,1.0515,3.4958,0.0149,83382.6,0.6969,4.23,1,33.23,2020,249.5243,51878.86,54714.91,0.0,0,0.95494881,0.0,0.0,62.3529,0.2378,321.0927,5.0789,7.763960997847284,1.388,1999.8697124509065,5.264666666666667,11.4878582,True,7.650733950939458
5,2020,45.1345727,7.76438055,2815,0,317.6868,1190.13,299.08,280.21,1609.44,5030.48,656.12,47.32,1.302,3.3963,0.4944,69547.4,0.4993,23.59,31,79.91,2021,195.2459,46945.7,41539.74,96417.50818378,0,4.71795355,0.0,28.576,108.4788,0.0,403.636,2.2008,5.381302661495252,0.711,2808.9113498449506,9.969333333333333,20.29962312,True,11.038219504920967
13,1978,45.1044922,7.32262806,2724,,142.6227,821.26,144.53,0.0,556.29,0.0,443.99,51.98,0.7642,3.0479,0.5027,1312669.11,0.5856,46.45,1,523.1,2016,152.7929,747921.57,727233.63,0.0,0,5.59904074,0.0,0.0,103.1683,0.0,343.5849,9.4725,3.84895869369681,32.932,1065.855015615974,4.817666666666667,9.95454,True,15.432745510435206
4,1904,45.4381896,8.31287345,2725,1,28.3002,1379.7,644.49,149.15,4891.31,0.0,1303.43,126.29,1.299,4.3759,0.0,350040.57,0.6779,17.2,0,286.08,2012,60.5726,153116.96,51163.64,530.05186922,0,0.52234417,0.0,0.0283,103.1074,0.0,150.6288,6.0059,7.589427299104719,1.311,7938.411925308168,21.483,44.915759619999996,True,7.8266775158393145
11,1969,44.89056363,7.63001772,2589,,266.7944,2395.88,993.26,273.41,12147.48,5796.17,1157.47,393.06,0.4928,1.6531,0.4792,802280.63,0.4571,71.81,1,325.67,2019,371.1489,322834.37,420139.36,5.40931324,0,0.3011036,0.0,0.0,113.043,0.0,343.1876,20.6947,12.22990959064092,1.14,18381.54321714401,33.108666666666664,24.40337404,True,4.856945144178052
6,1974,44.78884496,7.4072335,2808,2,267.6432,411.27,109.22,0.0,2885.51,0.0,427.76,106.69,1.1655,2.9928,0.1664,143089.58,0.6856,0.02,0,409.07,1992,208.5579,49600.62,52063.99,1034.49804229,0,0.45949267,0.0,0.0,0.0,0.0,190.0408,2.9108,26.419245559421352,2.286,4162.82440334493,3.6406666666666667,16.35712224,True,2.2483609483245592
12,1884,45.91383042,8.26734054,3017,0,215.6463,1436.55,209.63,128.21,2005.46,862.85,539.72,72.85,0.1395,4.3422,0.6966,133033.73,0.7746,15.05,31,56.53,2010,131.7891,64037.21,32469.71,694.74701213,0,3.50984331,0.0,13.4301,100.8002,0.0,442.5567,8.9448,9.566665076563469,1.175,3156.0324758498455,6.987666666666667,7.832404199999999,True,6.2090602654752525
13,1903,45.07159105,7.1925941,3249,0,288.5763,7691.66,520.25,0.0,2121.19,0.0,980.92,210.03,1.2753,4.7659,0.0724,315442.58,0.5683,27.76,0,99.2,1980,373.3062,85768.26,191093.43,0.0,0,0.38392566,0.0,0.0,37.5131,0.0,384.7243,1.7103,4.077251321480058,0.984,3965.67694776289,17.341666666666665,45.03898506000001,True,14.56863835865717
4,1731,44.33915713,8.42632716,2720,,3261.3034,3699.44,77.99,157.32,1746.81,40449.36,776.46,70.46,1.0357,1.9017,0.1541,206582.06,0.5672,5.69,1,20.94,2019,470.1037,6524.31,52051.79,0.0,0,0.64016838,0.0,83.6201,21.8584,0.0,80.0665,4.6895,22.397871521989998,1.42,2564.9496610775977,2.5996666666666663,18.763468080000003,True,2.6520377144623626
4,1803,45.92171937,8.14746237,2737,,81.7673,1807.37,53.92,0.0,3228.55,0.0,1432.47,1937.4,1.3085,5.3905,0.7734,393795.28,0.6372,151.15,1,941.4,2016,260.6459,614632.46,181295.44,0.0,0,0.34723899,0.0,0.0,15.1936,0.0,309.0951,0.0,59.876669139465875,12.9,4600.981015170336,1.7973333333333334,246.35883390000004,True,0.9920391507023276
11,1752,44.70169426,7.7774784,2643,0,69.4963,4353.26,527.89,1836.65,17425.72,15960.98,4940.8,631.28,0.4325,3.8488,0.1841,895455.43,0.4139,326.03,4,505.34,2022,161.7015,436147.97,450060.25,16344.97406301,2,1.01685586,0.4751,25.6701,28.5351,0.0,100.4993,1.7028,33.01013468715073,5.272,24475.03931879013,17.596333333333334,91.33132927999999,True,1.799447368602273
5,1985,45.02633237,7.57592284,2695,,707.428,4312.69,2328.38,187.63,18737.96,0.0,9285.51,708.65,1.1084,2.2883,0.1827,2306963.99,0.3463,0.01,1,1410.84,2000,173.3321,671479.45,801111.85,0.0,0,0.30221004,0.0,0.0,48.9677,0.0,416.6849,20.5479,8.04763827210335,1.985,30043.88818613414,77.61266666666667,238.27326158000005,True,7.381047456606803
13,1883,45.20965754,7.64302262,2617,,1543.1043,2574.96,599.86,8472.39,2137.08,724.17,520.39,87.33,1.4085,3.984,0.0002,143201.5,0.8779,18.94,19,2153.64,2016,323.9733,122101.03,201791.34,671.70542045,0,0.93942958,0.0,8.3837,69.2485,12.7375,161.4063,17.6281,3.5626312806321474,1.038,4157.499521748873,19.995333333333335,21.617840700000002,True,16.673069796170477
13,1976,44.97102263,7.76633829,2924,0,581.612,3349.14,1300.29,0.0,3987.82,0.0,3978.37,223.57,0.1479,5.7773,0.0225,300639.43,0.6063,54.21,1,187.63,2019,124.5099,184236.25,107656.05,239.03022169,0,1.62815522,0.0,0.0,20.5921,0.0,274.7556,8.7374,3.0668696982980723,0.665,8138.549058707298,43.342999999999996,37.60063768,True,19.368282921495954
5,1650,44.77288234,7.60923099,2876,,1106.8286,2852.2,1117.48,1109.51,8603.95,4714.07,1237.37,561.19,1.1738,2.9173,0.3838,467579.76,0.4102,139.02,1,340.87,2018,227.401,527579.3,185579.37,0.0,0,0.53231514,0.0,0.0,15.2265,0.0,361.7962,8.3052,7.699421913591295,0.73,13911.906947911317,37.24933333333333,61.79168986,True,7.714864916695239
5,1932,45.28141184,7.70724702,2687,0,1019.2087,2193.83,580.49,524.16,15105.75,13608.92,2292.7,345.16,1.306,2.9919,0.2699,398563.4,0.3407,507.63,1,184.32,2019,174.746,430783.92,307770.06,0.0,2,0.45836509,23.5477,38.7639,112.9001,1.7327,362.6305,14.9907,26.02241210012231,3.034,21474.54560839339,19.349666666666668,80.53900808,True,2.2826477334789734
5,1990,45.13757297,7.32658655,3907,,6670.8438,668.1,1903.46,159.42,13075.14,13653.89,11400.26,825.6,0.7636,6.1152,0.005,902354.42,0.5332,1530.63,1,580.87,2010,50.0812,251157.15,328725.18,7854.46833867,2,8.10492477,16.2759,158.8295,89.3746,2.4209,268.9636,20.145,6.8691435596230015,3.448,21570.913012074212,63.44866666666667,275.07895311999994,True,8.647366223229733
5,1972,44.99819658,7.71732141,2579,0,2956.8643,5975.91,3659.41,1777.62,15960.45,16237.32,5032.74,568.41,1.3381,3.1397,0.3845,942910.63,0.2956,226.22,19,2015.6,2009,109.7653,391015.27,458548.55,24905.87353746,2,1.90317513,0.0,21.5885,112.0172,4.519,135.8412,90.9144,4.361481768919034,1.142,29208.2223522835,121.98033333333333,170.37892542,True,13.619224645921637
13,1938,45.11665897,7.6098275,2639,0,6495.769,3133.39,2230.17,0.0,7565.58,0.0,3047.41,509.92,0.3166,1.6883,0.019,354904.39,0.4487,0.02,0,805.66,2003,464.4359,2184180.6,1443867.34,3705.11883302,0,1.63656849,0.0,0.0,46.0638,0.0,535.5964,0.1955,3.3923781595125035,1.394,14921.008064711095,74.339,36.51415884,True,17.509840355927768
5,1992,0.0,0.0,2894,0,270.6429,1566.36,282.0,142.63,1102.33,904.6,1334.94,53.41,1.7039,4.6357,0.1406,97266.56,0.7528,0.04,0,130.97,1999,229.3756,82623.12,83469.08,1905.5085253,1,0.56255196,0.0,38.0999,130.4663,0.0,461.2953,263.1715,3.9089716312056737,1.29,2091.407224971136,9.4,50.44394006000001,True,15.19581250623679
4,1965,45.07284189,7.69063394,2617,,480.0013,1082.37,50.48,0.0,2689.9,0.0,887.77,42.79,1.0001,5.3949,0.0564,220791.52,0.4585,0.07,7,229.24,2017,423.8394,99997.17,25432.38,0.0,0,0.51675802,0.0,0.0,49.0232,0.0,266.0682,11.6381,53.28645007923931,1.189,3855.570357989656,1.6826666666666665,22.37413096,True,1.1147299156102457
5,1980,45.00237678,8.74105505,2664,,301.665,3070.53,304.9,0.0,2307.99,0.0,665.44,76.57,0.9531,3.1191,0.4464,45496.99,0.6661,36.44,0,74.08,2020,219.2442,29172.08,58457.89,0.0,0,0.50111596,0.0,0.0,93.7573,0.0,287.6172,5.6913,7.569662184322729,0.874,3759.4638702738985,10.163333333333332,17.461207019999996,True,7.847113722329819
13,1960,45.06987856,7.31944909,3050,,743.3809,1402.32,746.08,0.0,4233.29,0.0,2899.79,199.94,0.8096,3.1516,0.1823,397463.32,0.405,70.83,0,452.48,1997,362.5111,230589.19,228828.8,13323.09615809,2,1.64189169,133.54,0.0,17.8012,0.9578,359.2554,0.6216,5.674042998069912,0.846,7275.023679381808,24.869333333333334,59.55601776,True,10.468725742861936
4,1970,44.71408309,7.99744978,2711,0,510.6028,2470.23,511.86,0.0,3614.66,0.0,430.64,386.27,1.5397,1.5096,0.2505,217658.18,0.5334,6.8,1,105.61,2017,46.7273,26178.78,25546.64,1957.87905879,1,0.50289622,23.546,0.0,21.8772,5.5728,115.6507,7.9408,7.061813777204704,1.068,5947.778154509908,17.062,24.923392000000003,True,8.411436760303873
6,1960,44.27514771,7.49842317,2661,0,147.398,777.05,155.41,0.0,8475.49,0.0,321.8,46.98,0.364,3.0741,0.2855,141080.12,0.4457,0.07,1,126.0,2016,130.3414,1041227.08,34442.77,0.0,0,0.45425955,0.0,0.0,1.1795,0.0,159.4401,0.0,54.536323273920594,1.7,11800.381605480678,5.1803333333333335,5.2311283600000005,True,1.0891823363604938
10,1980,44.84312447,7.68229009,2617,3,6456.524,164.25,1860.51,15354.73,19296.56,0.0,7566.4,1378.82,1.2507,3.7571,0.2152,1957551.03,0.3235,750.74,19,2417.84,2007,182.8356,594044.53,610842.54,0.0,0,1.3902585,0.0,0.0,41.2408,0.6535,282.6114,0.1092,10.371650783924839,1.796,29783.75533994867,62.017,292.87322204,True,5.727150020521792
13,1960,45.23301514,7.71304593,2706,,600.0858,816.51,615.4,608.24,2651.41,0.0,784.09,108.34,1.0222,3.3484,0.0816,282139.3,0.7273,41.56,1,149.92,2002,295.1765,210496.83,206109.18,0.0,0,1.10263281,0.0,0.0,36.3909,0.0,147.8347,0.5361,4.308433539161521,1.135,4879.120029299655,20.513333333333332,23.285249079999996,True,13.786913378164824
5,1980,45.01273663,7.47401533,2952,0,995.5333,5426.92,686.09,212.16,3045.47,260.53,1210.94,167.03,0.3036,3.3757,0.2968,168521.42,0.6451,21.02,1,64.94,2005,174.4586,64784.78,87563.67,0.0,0,0.52794653,0.0,6.0593,32.8386,0.0,326.2369,5.3216,4.438878281275051,0.732,5557.812371277933,22.869666666666667,18.6296911,True,13.381759137341692
7,1941,45.2903565,8.26455412,2761,0,422.8305,1236.33,116.12,0.0,886.57,0.0,1151.57,68.28,0.2535,3.5261,0.0583,127575.62,0.4347,0.02,0,72.44,2020,740.6655,52935.97,51943.64,4280.19564083,0,0.5652323,0.0,0.0,0.0,0.0,356.214,0.0,7.634946606958319,0.604,1456.1414289681618,3.8706666666666667,10.653702059999999,True,7.7800151144297685
4,1970,44.68270127,7.81377343,2633,,117.6672,4017.36,984.49,113.65,10912.64,5342.93,3011.13,175.58,1.4011,3.43,0.4063,265678.44,0.5614,70.41,19,800.96,2005,231.1292,160158.26,153881.43,0.0,0,0.33755283,0.0,0.4837,17.8923,0.0,189.4788,8.8448,11.084561549634836,0.676,16712.68616526906,32.81633333333333,96.42267286000002,True,5.358804652219812
13,2000,44.88546444,7.76733941,2745,0,1060.6586,1490.37,267.31,0.0,4293.78,0.0,58.73,1058.65,0.4709,4.5278,0.3759,159770.04,0.8219,6.17,1,289.01,2021,154.0873,66497.26,72047.16,0.43996341,0,0.94339011,0.0,0.0,13.2892,0.0,588.1036,19.8139,16.06292319778534,1.749,6351.364350988705,8.910333333333334,96.42022854000001,True,3.697957044841609
7,1830,45.71573282,8.0526485,2711,1,247.81,2123.92,1684.34,0.0,13612.85,0.0,6273.98,109.9,0.351,3.0043,0.1749,198991.76,0.4189,80.41,1,341.03,2014,5.0436,299440.01,412145.64,0.0,2,0.64619676,0.0,0.0,47.36,0.0,135.9601,0.0,8.08200838310555,48.515,21817.587575536912,56.144666666666666,50.646791,True,7.349658300796673
4,1921,45.57544103,7.83338797,2649,,239.8139,6825.37,189.46,0.0,792.85,0.0,499.1,79.27,0.7751,3.521,0.4047,369018.86,0.1589,4.39,1,30.37,2020,302.9661,49403.04,48722.96,0.0,0,0.37285204,0.0,0.0,68.3349,0.0,266.3072,3.6116,4.184788345824976,0.849,1479.4500239522035,6.315333333333333,13.319241600000002,True,14.194266254650943
13,1987,45.07896162,7.64299072,2617,,1434.7355,15430.69,2635.56,1760.13,7849.55,12083.84,9066.1,1135.53,1.163,2.8935,0.2315,644222.28,0.4105,71.25,19,521.45,2016,205.8512,601948.64,539730.18,21296.73150437,2,1.31544491,0.0,0.0,40.2116,1.6692,331.5762,1.8238,2.97832339237202,0.995,16175.166288006572,87.852,276.5906071,True,19.9441068596289
13,1930,44.94430943,7.63175616,2617,0,437.2108,4831.76,1140.91,0.0,13235.05,0.0,2335.25,635.16,1.9009,5.5114,0.1399,193597.74,0.3941,216.49,19,779.33,2022,76.3851,501023.83,507590.93,15179.78943635,2,0.6458033,0.0,0.0,23.6129,1.1981,274.8492,1.6674,11.600432987702797,5.824,20149.08416718016,38.03033333333334,158.79395098000003,True,5.12049852475057
13,1974,44.89625999,8.36071894,2631,1,1038.6006,1866.85,982.91,484.51,3900.6,0.0,2937.21,302.45,0.4295,0.9203,0.5709,753807.03,0.6035,0.04,1,198.83,2019,194.4755,201858.65,201284.8,15848.52747862,2,1.23636061,1.3874,0.0,15.3457,0.0,195.8777,28.8884,3.968420302977892,1.053,7338.533865560095,32.763666666666666,30.797528599999996,True,14.968172588832488
11,1904,45.36377542,8.04761684,3224,0,828.6397,1149.92,834.44,0.0,4046.36,0.0,472.83,72.17,1.0402,1.8448,0.1613,156814.97,0.5707,31.07,0,87.38,1989,248.952,65080.22,190257.03,0.0,0,0.64621199,0.0,0.0,80.2796,0.0,280.0321,0.0,4.849192272661905,0.916,7214.413313252096,27.814666666666668,12.49953964,True,12.249462726994139
7,2015,44.84473067,8.04986718,2427,0,131.9193,1140.75,351.43,93.71,1886.92,1336.1,976.88,76.01,0.9269,2.9761,0.3083,300016.86,0.4454,18.37,31,56.29,2023,272.9471,49169.82,73790.86,892.18712344,0,0.5463546,0.0,0.0,45.8467,0.0,347.1119,11.3785,5.3692627265742825,0.769,3292.070656396777,11.714333333333334,22.633668659999998,True,11.062971403133147
11,1920,44.70492319,8.14321696,2966,0,315.2676,579.1,217.53,0.0,965.14,0.0,978.81,33.88,1.1595,1.177,0.1773,132715.43,0.4065,26.41,30,83.01,2023,515.5326,105754.23,97565.5,0.0,0,0.50269289,0.0,0.0,0.0,0.0,667.2155,0.3143,4.436813313106238,0.87,1770.6356337377683,7.251,23.4961391,True,13.387987235012538
11,1992,45.03797087,8.18982043,2744,0,164.1364,2756.2,835.37,234.16,4877.4,0.0,1855.79,225.54,0.5804,2.7829,0.4671,131001.12,0.4558,13.91,4,64.81,2020,106.218,103565.86,104465.06,0.0,1,3.49004694,1.1947,0.0,76.7111,0.0,630.8329,6.3332,5.838610436094186,1.177,8327.446296424561,27.845666666666666,34.095115639999996,True,10.17365358592693
4,1978,45.06218873,7.57873549,2617,0,3420.8532,6362.65,1488.86,0.0,12972.34,0.0,6099.2,480.23,1.2255,3.4786,0.2605,1022727.79,0.3158,450.85,1,538.52,2017,213.5607,543195.97,563691.38,30582.02031376,2,0.64580778,6.6677,0.0,36.9866,4.9311,276.0929,1.4111,8.712934728584287,1.773,20542.684695658623,49.62866666666666,182.90195355999998,True,6.81745035976547
10,1950,45.11850757,7.67885734,2617,0,1560.041,5076.95,1643.59,1713.09,11945.4,1013.01,3897.26,297.93,0.8444,5.1379,0.1781,220161.89,0.3303,311.21,19,557.41,1990,281.9213,407079.29,423522.38,0.0,0,0.9698799,0.0,183.8007,37.6187,2.0258,205.4019,4.2154,7.267870941049775,0.914,19503.744775613846,54.78633333333333,96.43161782000001,True,8.172957456426742
